name,index,day,middle,lower16,upper84,rep
o2,30,2,12982.791147116983,12972.861490610669,12992.937462978503,3
o2,31,2,12854.994904688945,12845.405810656895,12866.157687979012,3
o2,32,2,12897.881582950722,12888.344460337026,12907.801600442712,3
o2,33,2,12848.323710638962,12837.347968882585,12859.066421973726,3
o2,34,2,12699.89800262277,12690.12470569641,12709.538529843072,3
o2,35,2,12671.406460106948,12661.131942143915,12681.330731379734,3
o2,36,2,12723.573679023739,12713.235341265321,12731.729150661256,3
o2,37,2,13004.857687987722,12995.012931609286,13013.934219619452,3
o2,38,2,13102.992741336384,13092.465754683713,13112.443984016405,3
o2,39,2,13029.501368100528,13020.719842504424,13038.516803011586,3
o2,40,2,13103.199361682331,13093.318100607914,13114.148820235845,3
o2,41,2,13121.38625526279,13111.514404937301,13131.890801770593,3
o2,42,2,13132.228149089224,13122.991626115034,13141.161381292017,3
o2,43,2,13204.51360976151,13194.192314413465,13215.073838249995,3
o2,44,2,13303.568731571222,13293.696327526839,13314.32385113772,3
o2,45,2,13265.639112200657,13255.101301502516,13274.97103347183,3
o2,46,2,13047.948172958546,13039.04336787969,13057.911500063008,3
o2,47,2,13279.845469457463,13269.489734487826,13289.699794071088,3
o2,48,2,12884.03317073631,12874.035256988687,12892.510941140463,3
o2,49,3,13001.254329824711,12990.390628564934,13011.74394676325,3
o2,50,3,13001.647845038511,12992.368575648206,13011.738245657958,3
o2,51,3,12918.137914337203,12907.67198898429,12928.946261144425,3
o2,52,3,12769.224457054546,12758.141387184756,12780.146592682195,3
o2,53,3,12686.380525058583,12677.00685580276,12697.570169263377,3
o2,54,3,12781.073821489481,12769.464785018507,12792.359568152091,3
o2,55,3,12757.545884500892,12747.16584734116,12767.604556763219,3
o2,56,3,12596.736364616288,12587.979040644374,12605.884745045578,3
o2,57,3,12782.13114006282,12771.568266564671,12792.925305509356,3
o2,58,3,12828.709544133671,12817.464008081517,12838.245713334316,3
o2,59,3,12531.793256482859,12522.430267730297,12540.610076206576,3
o2,60,3,12553.127529287733,12543.412678013823,12563.073678997585,3
o2,61,3,12384.42347547819,12372.766885612857,12395.098349375785,3
o2,62,3,12389.346834370306,12380.547034469668,12398.75984880445,3
o2,63,3,12477.785074572475,12466.50503194714,12487.218550263315,3
o2,64,3,12538.297502193298,12529.061437129876,12548.165004431694,3
o2,65,3,12426.942767080938,12417.775100449988,12437.050905286824,3
o2,66,3,12480.974272685533,12471.45478840475,12489.411151872846,3
o2,67,3,12450.075658058748,12440.395963795516,12459.239578377787,3
o2,68,3,12404.760747693359,12393.859846116617,12415.101769180019,3
o2,69,3,12337.868681908054,12328.319219173596,12348.480544173639,3
o2,70,3,12257.143586869133,12246.401929231852,12266.483059376824,3
o2,71,3,12352.786768803668,12343.403085938424,12362.852110460532,3
o2,72,3,12099.005620498949,12088.802053555455,12108.770319697283,3
o2,73,4,12060.938341451063,12052.435626817189,12070.593907344715,3
o2,74,4,12050.490275792077,12040.196558834114,12059.717146707831,3
o2,75,4,11933.620049730853,11923.935343146513,11942.35236749852,3
o2,76,4,11814.763189303414,11804.351797579337,11824.258178121028,3
o2,77,4,11762.851273008266,11753.092426504274,11772.228824848706,3
o2,78,4,11858.671335552452,11849.262436649129,11867.865332384587,3
o2,79,4,11812.06548437267,11800.812682301534,11822.66688259062,3
o2,80,4,12081.246498358152,12071.621588087723,12090.442091959168,3
o2,81,4,12007.202591970265,11997.408909631324,12016.566513201928,3
o2,82,4,12105.339035523202,12095.895187972454,12117.16107281182,3
o2,83,4,12180.406246974939,12171.471922360666,12188.944508431081,3
o2,84,4,12019.67905207596,12009.184654859511,12028.873776916784,3
o2,85,4,12189.250114406412,12179.162925487866,12199.00063433545,3
o2,86,4,12098.549441640705,12088.200698308696,12108.197191942629,3
o2,87,4,12359.171880781681,12349.249484026499,12369.60193918012,3
o2,88,4,12436.91374847687,12427.00141358216,12445.953253976175,3
o2,89,4,12341.32176977918,12330.31737694617,12350.9410423827,3
o2,90,4,12317.768634470202,12307.220761132829,12328.446913436675,3
o2,91,4,12373.927448607752,12363.714368800483,12384.783783492669,3
o2,92,4,12300.934213438206,12290.58739868701,12310.24615948112,3
o2,93,4,12524.885365242222,12514.851213994572,12535.47551255986,3
o2,94,4,12429.320010192683,12420.033339754522,12440.995414187088,3
o2,95,4,12377.363162135636,12367.786964863513,12386.735100111844,3
o2,96,4,12329.71017633621,12319.683904617625,12340.453982422903,3
o2,97,5,12250.324727783762,12239.359930854727,12261.231232152397,3
o2,98,5,12283.837109424328,12272.657272849425,12293.811951116704,3
o2,99,5,12127.196012987532,12117.410441282416,12136.248998406627,3
o2,100,5,12060.794417350035,12049.959721258365,12070.820439592531,3
o2,101,5,11973.736649139013,11964.865301464302,11983.860849344563,3
o2,102,5,11835.990233431228,11825.298518259546,11844.896173862788,3
o2,103,5,11932.758256840476,11923.543362136272,11942.134388679018,3
o2,104,5,11827.630579783228,11817.237552060567,11837.288423213677,3
o2,105,5,11919.809325784216,11910.292328651467,11930.651301625572,3
o2,106,5,12149.241451743697,12139.471047762112,12159.02333577964,3
o2,107,5,12301.516632502528,12291.017385391877,12312.442275894053,3
o2,108,5,12305.734189667135,12295.940951466811,12315.846381339916,3
o2,109,5,12340.68988147669,12330.81599104882,12349.963665533494,3
o2,110,5,12321.228827237766,12311.958899812287,12331.567132991066,3
o2,111,5,12527.69112217248,12518.249657252283,12537.32127814982,3
o2,112,5,12450.741456029535,12441.126727300325,12461.063993690119,3
o2,113,5,12572.153934112062,12562.738567723587,12581.512719175582,3
o2,114,5,12622.512520885208,12612.976548290457,12632.77580202162,3
o2,115,5,12638.65027528363,12629.046569024213,12648.934703772382,3
o2,116,5,12634.74640267059,12624.458242853128,12644.532854065426,3
o2,117,5,12586.676128476527,12574.86533156558,12597.121107418328,3
o2,118,5,12669.245121138012,12659.828271439044,12678.814947503495,3
o2,119,5,12623.363665639561,12613.496935253948,12635.419917073476,3
o2,120,5,12274.808080439221,12263.455505754793,12284.95499901277,3
o2,121,6,12285.788620112353,12276.388014525814,12295.479350774787,3
o2,122,6,12059.822149048045,12049.44235081053,12070.4157703659,3
o2,123,6,11953.72338193383,11943.49193474147,11962.502717011845,3
o2,124,6,11806.397142627888,11797.372752459574,11815.924655657394,3
o2,125,6,11780.13644127584,11769.976753615265,11788.734649032032,3
o2,126,6,11643.323235980499,11634.0747253988,11654.701082170512,3
o2,127,6,11650.38051013698,11639.23555776522,11660.888325880254,3
o2,128,6,11778.673370768141,11768.307424820377,11788.511879074493,3
o2,129,6,11761.291703710922,11751.788666107575,11770.832727697772,3
o2,130,6,12021.457452588787,12011.252342889251,12031.723097514836,3
o2,131,6,11921.815515530729,11910.773897207957,11930.695104553957,3
o2,132,6,12217.319426519816,12206.155716716961,12227.29967416799,3
o2,133,6,12235.098577161214,12225.014268276414,12244.699936424962,3
o2,134,6,12230.61410121618,12221.35829920595,12240.435582418268,3
o2,135,6,12367.48421079716,12356.988917540133,12377.673374797452,3
o2,136,6,12298.434951216419,12288.978029067868,12309.899339181384,3
o2,137,6,12380.416935780057,12371.891576742893,12389.5499173721,3
o2,138,6,12417.441022576491,12408.742684460263,12426.152359429916,3
o2,139,6,12499.734559884124,12489.935928381245,12509.822919072982,3
o2,140,6,12602.653773302343,12592.227003337885,12613.2262262536,3
o2,141,6,12618.027011439743,12608.346388933116,12627.59878036398,3
o2,142,6,12739.6815502821,12729.051286774364,12749.307013226542,3
o2,143,6,12666.226026219556,12656.929193200858,12676.243265496832,3
o2,144,6,12669.470395565055,12659.588098019827,12677.915239097,3
o2,145,7,12609.573101685612,12599.545877978657,12618.42631135558,3
o2,146,7,12555.857730011387,12546.464881756092,12566.057769960398,3
o2,147,7,12646.418520580253,12636.810136798267,12657.028925988043,3
o2,148,7,12563.408659596666,12554.635437925146,12571.758702392255,3
o2,149,7,12451.002736402095,12441.219762113793,12461.342291470386,3
o2,150,7,12327.641103753018,12318.752414990162,12337.484493223463,3
o2,151,7,12355.93784417363,12346.305037573688,12365.851530061753,3
o2,152,7,12493.516729931114,12483.026359848769,12503.786654718282,3
o2,153,7,12460.64662368391,12450.355108577487,12473.255109076244,3
o2,154,7,12434.171694544526,12424.38876365261,12443.789233705595,3
o2,155,7,12399.919165119707,12390.175056137352,12410.583734706506,3
o2,156,7,12527.448825584925,12518.947671158214,12535.881285872632,3
o2,157,7,12625.05890720944,12615.356392376474,12634.681629239985,3
o2,158,7,12797.144371579165,12787.163620784464,12807.1038341355,3
o2,159,7,12878.724036495214,12870.238274857871,12887.695887811002,3
o2,160,7,12811.235734329495,12802.086971688903,12820.491458108245,3
o2,161,7,12872.52971158114,12863.873651915039,12882.212648560733,3
o2,162,7,12822.665236528192,12811.386101418517,12832.427643064873,3
o2,163,7,12801.387394631958,12791.819540494762,12811.328593873717,3
o2,164,7,12864.863342160636,12855.057526108612,12873.889445859317,3
o2,165,7,12697.611579875953,12686.845656763873,12708.449004071024,3
o2,166,7,12536.125624652253,12526.345272749564,12545.916085865278,3
o2,167,7,12422.235452010917,12412.778983258904,12432.25636057353,3
o2,168,7,12354.434868097,12344.75796296892,12363.877839601271,3
o2,169,8,12402.811853644453,12393.335195485313,12412.735640079154,3
o2,170,8,12183.406416316011,12173.593568299988,12194.10556170101,3
o2,171,8,12106.958140572027,12096.955327441798,12117.987420624379,3
o2,172,8,12058.907556436758,12048.908087941816,12068.650367014316,3
o2,173,8,11917.220333187113,11907.303343380412,11926.794228864865,3
o2,174,8,11815.342340886451,11806.317195804371,11826.108523770768,3
o2,175,8,11601.977624337593,11591.769143476764,11612.471209172056,3
o2,176,8,11427.490008218172,11417.940139052162,11437.202380096807,3
o2,177,8,11358.429807645043,11348.433432239553,11367.976919087378,3
o2,178,8,11494.473265648849,11484.8123842539,11504.332554727216,3
o2,179,8,11483.05970931935,11473.0154787837,11492.988997400358,3
o2,180,8,11652.511435101842,11641.87604314802,11663.114258053076,3
o2,181,8,11690.719983625428,11681.281527315059,11700.525657338369,3
o2,182,8,11860.103251028951,11850.130978195815,11870.22921352983,3
o2,183,8,11905.634384885561,11896.93020657157,11914.33972483172,3
o2,184,8,11930.781214523366,11919.921800714621,11942.08569111334,3
o2,185,8,11991.401990148654,11980.36534702675,12002.413250849691,3
o2,186,8,12039.859098712464,12030.029227994532,12049.415725421582,3
o2,187,8,12174.875836428186,12165.061712699215,12184.781412242315,3
o2,188,8,12155.33366617253,12145.864820299495,12165.282630620528,3
o2,189,8,12025.675358080207,12015.927619455864,12036.16831811209,3
o2,190,8,12040.964637328172,12030.249972984535,12050.982766297939,3
o2,191,8,12048.267821930549,12037.750554066482,12058.604251480021,3
o2,192,8,11929.395573225409,11917.878882608982,11939.395163650077,3
o2,193,9,11834.65929975429,11824.582174358677,11845.496378803831,3
o2,194,9,11670.320537974258,11661.424714581877,11679.395251617034,3
o2,195,9,11872.652554711203,11862.805690415611,11883.791879802135,3
o2,196,9,11712.241478360826,11701.106252037269,11722.118285949446,3
o2,197,9,11473.921556885205,11462.996190803291,11485.178514303861,3
o2,198,9,11530.36336582661,11520.571409774775,11540.756267510234,3
o2,199,9,11434.541236577326,11426.050435974925,11444.510874856098,3
o2,200,9,11317.887930601735,11309.4367932937,11326.727446991561,3
o2,201,9,11446.467704899303,11435.599104068951,11457.04786461889,3
o2,202,9,11562.762792130085,11552.47363042102,11572.662662097493,3
o2,203,9,11715.749159582167,11706.054473985025,11725.819109193231,3
o2,204,9,11825.893230940397,11817.307623271625,11835.07524461139,3
o2,205,9,11832.491715187116,11822.628790711482,11843.307101027822,3
o2,206,9,11906.153190356697,11896.57669535664,11915.582886618728,3
o2,207,9,11903.598046752551,11892.75338262596,11912.91612441684,3
o2,208,9,11805.379247596298,11794.985910210824,11816.98494024053,3
o2,209,9,11884.612783692104,11875.283693427333,11892.932964139365,3
o2,210,9,11912.26418057489,11903.15843531091,11920.812412040239,3
o2,211,9,11763.087594233324,11751.534122144227,11773.815304541738,3
o2,212,9,11711.057252789426,11701.393048645856,11720.738660746547,3
o2,213,9,11558.647259814901,11548.77823347798,11568.154846521968,3
o2,214,9,11598.332319879388,11588.997838293031,11608.006092395488,3
o2,215,9,11773.057858959324,11764.165863355547,11780.943831087377,3
o2,216,9,11638.784757776633,11629.998716744143,11647.474968728562,3
o2,217,10,11773.273537055484,11762.44076925896,11783.962179669172,3
o2,218,10,11619.368480832356,11609.21132941544,11629.562382092587,3
o2,219,10,11679.670464168363,11670.132802535796,11688.654526085416,3
o2,220,10,11625.633635109269,11616.792990268103,11635.349456772174,3
o2,221,10,11611.731100132409,11601.635713947662,11622.575394764712,3
o2,222,10,11459.679683960145,11450.264118008978,11469.928506708617,3
o2,223,10,11538.762007138012,11529.843889305685,11547.662391362415,3
o2,224,10,11615.371886932171,11605.489925003123,11625.534108760223,3
o2,225,10,11673.623618922818,11664.695076539949,11682.302041853267,3
o2,226,10,11737.344811696763,11727.862994261302,11746.45994140068,3
o2,227,10,11569.327175282533,11558.606659228906,11578.562511779084,3
o2,228,10,11748.136844216995,11736.672016135526,11760.34660213633,3
o2,229,10,11687.892271571765,11676.82171928655,11699.080300442472,3
o2,230,10,11858.20432886657,11848.005081310268,11868.200173615063,3
o2,231,10,11844.405268279239,11834.615814242208,11853.876721044244,3
o2,232,10,11963.377832405291,11954.064048497874,11972.933507843063,3
o2,233,10,11958.760723953037,11949.296022038037,11968.47744125891,3
o2,234,10,12155.46098143428,12144.577062373097,12165.731262352183,3
o2,235,10,12095.097016976968,12085.989325623837,12104.802079749828,3
o2,236,10,12144.90956042675,12133.80809816312,12154.43251591618,3
o2,237,10,12128.770152460544,12118.37994630787,12139.211219692623,3
o2,238,10,12024.728981277112,12015.428998369433,12033.591942238521,3
o2,239,10,12076.469550593905,12066.818975506418,12086.519248939176,3
o2,240,10,12047.295980824541,12037.44699340203,12057.428543066602,3
o2,241,11,12149.676139588657,12138.964047633386,12159.778399040331,3
o2,242,11,11757.167272494633,11746.097823197757,11768.897638140908,3
o2,243,11,11786.984907638898,11777.489127716382,11796.702187617173,3
o2,244,11,11703.287615419535,11693.079946745594,11713.76532996197,3
o2,245,11,11492.184191988075,11481.462336532059,11501.68974052572,3
o2,246,11,11378.943310731109,11370.10804470193,11387.245782980654,3
o2,247,11,11491.041717630844,11481.19218428315,11500.613786240996,3
o2,248,11,11497.98141591046,11487.1808909377,11507.230822756803,3
o2,249,11,11611.742191535728,11600.792118368538,11622.743500408753,3
o2,250,11,11547.673798560685,11539.213094240054,11556.837770682067,3
o2,251,11,11507.365755235624,11497.17086158766,11518.350459849682,3
o2,252,11,11538.257757857242,11529.690408557824,11548.330661253345,3
o2,253,11,11591.102416281614,11579.742741044793,11600.485847188585,3
o2,254,11,11664.627448977484,11656.64813467653,11673.51394784254,3
o2,255,11,11837.265203563848,11826.609502119229,11849.19453227099,3
o2,256,11,11834.001759036504,11822.814366086726,11844.548519182208,3
o2,257,11,11767.509331711908,11757.800275051291,11778.359133258202,3
o2,258,11,11990.017668932476,11980.67996545472,12000.136567328896,3
o2,259,11,12062.535503648112,12052.91378629565,12072.487327037878,3
o2,260,11,12314.489808345552,12304.44833222901,12324.387537673058,3
o2,261,11,12350.277852709014,12339.196437730707,12359.800386603629,3
o2,262,11,12236.705381441538,12226.80266149841,12246.026032905842,3
o2,263,11,12203.756371417376,12194.638614461217,12211.971378073997,3
o2,264,11,12018.058260441587,12007.738098104508,12027.942876520268,3
o2,265,12,11907.596020550358,11897.707073311749,11916.96224259924,3
o2,266,12,11997.508058122437,11987.815072719515,12006.92138699433,3
o2,267,12,11932.165243269888,11921.465246088555,11942.646604633685,3
o2,268,12,11850.372380885627,11840.311412851932,11860.004262181164,3
o2,269,12,11975.51256901132,11965.198692893362,11986.288930169289,3
o2,270,12,11923.822967993809,11913.601176523107,11935.203465590694,3
o2,271,12,11981.017716667895,11970.108154799176,11990.98891636791,3
o2,272,12,12110.840175680953,12102.17682894298,12119.537569372715,3
o2,273,12,12233.50869848016,12224.037439076756,12243.916582593944,3
o2,274,12,12356.975680244908,12348.020954826025,12366.665650956418,3
o2,275,12,12292.482800437496,12282.633947328848,12301.94943537418,3
o2,276,12,12412.922338264769,12402.853919480658,12423.602625280648,3
o2,277,12,12657.055878048834,12647.46994972258,12665.630137149717,3
o2,278,12,12422.278364981634,12413.162649973918,12432.758749876313,3
o2,279,12,12471.932194837787,12462.491604540202,12482.39077470955,3
o2,280,12,12546.998461214007,12536.675163204422,12558.03892486795,3
o2,281,12,12375.526262031013,12367.585685318345,12385.854607478277,3
o2,282,12,12384.782735997404,12374.576299711553,12395.649491870612,3
o2,283,12,12462.203205699494,12451.94090130751,12472.34880725977,3
o2,284,12,12400.139915988351,12391.624851690138,12410.3312604608,3
o2,285,12,12239.885601481095,12230.57607784001,12249.715267550095,3
o2,286,12,12281.039345080831,12270.197043490261,12291.058570677254,3
o2,287,12,12252.631441925725,12242.456547134596,12263.228041729022,3
o2,288,12,12213.44057499982,12203.392096471283,12222.943424706467,3
o2,289,13,12239.084215180581,12229.180121613448,12248.944593553992,3
o2,290,13,11940.323717183892,11930.671227518584,11949.647832379953,3
o2,291,13,12000.146071552,11990.269307839886,12009.382125861597,3
o2,292,13,11784.243580290367,11774.59758815121,11794.015701642555,3
o2,293,13,11802.047286907644,11792.758156726097,11812.612870937382,3
o2,294,13,11910.335927868398,11900.566920966125,11919.648103615022,3
o2,295,13,11760.905370642364,11751.041233737113,11770.609773636206,3
o2,296,13,11699.186550689028,11689.512670508971,11709.943580489904,3
o2,297,13,11755.409873992648,11746.038316588967,11765.249527973461,3
o2,298,13,11807.883669425655,11798.795229576259,11816.552746758287,3
o2,299,13,11997.896687112763,11989.220692543218,12006.845408902904,3
o2,300,13,12133.307144694892,12125.117283041023,12142.96140243422,3
o2,301,13,12088.973709537193,12080.705342946036,12097.642244673098,3
o2,302,13,11928.09247595031,11917.536978998294,11938.203390724177,3
o2,303,13,12121.746732925567,12112.76224225492,12130.11184648496,3
o2,304,13,12114.933810911993,12104.453392090985,12124.973260828008,3
o2,305,13,12192.031941922101,12183.141512227021,12201.636339463355,3
o2,306,13,12301.138349424076,12291.786868958936,12309.982502049526,3
o2,307,13,12061.319193934105,12051.45427291774,12070.867363297055,3
o2,308,13,12194.38976923942,12182.723845063372,12204.91357411071,3
o2,309,13,12195.612599736009,12187.602380477749,12203.834268116609,3
o2,310,13,12136.933221947696,12125.973079388963,12147.464523952976,3
o2,311,13,12118.37863418007,12108.360068574024,12128.130303501148,3
o2,312,13,11875.626315308822,11866.251829452991,11885.816810926975,3
o2,313,14,11855.143574460591,11845.366820129053,11864.836928856661,3
o2,314,14,11846.541884142509,11836.457104383953,11856.269893090319,3
o2,315,14,11684.796629692068,11673.531600406262,11694.504251526272,3
o2,316,14,11451.530218231732,11440.249644403955,11462.07814756341,3
o2,317,14,11357.713525572692,11348.26260949927,11367.356833394826,3
o2,318,14,11176.588034415547,11165.976386894185,11188.464110751773,3
o2,319,14,11150.92688897949,11141.679472445527,11159.736438576687,3
o2,320,14,10974.748525702644,10965.334461353315,10984.59316858829,3
o2,321,14,10980.384655594855,10968.38670015429,10990.647746186625,3
o2,322,14,11069.618802820725,11061.151817815635,11080.528319907628,3
o2,323,14,11205.945512877815,11196.55233336586,11215.863797401005,3
o2,324,14,11281.267214295096,11270.556054980407,11291.756056854947,3
o2,325,14,11315.304135480363,11304.625614699042,11324.077669143857,3
o2,326,14,11373.005206853068,11363.11446629802,11384.15850961676,3
o2,327,14,11444.993776411673,11435.675611941828,11454.306594936697,3
o2,328,14,11273.082343629165,11264.539167377692,11283.66339147397,3
o2,329,14,11330.788086230226,11321.511256567741,11340.66800878463,3
o2,330,14,11670.345065396888,11660.99934334715,11679.150721765185,3
o2,331,14,11727.4686048758,11716.744393720845,11737.299395379987,3
o2,332,14,11956.069361811824,11946.24363784093,11965.687572858013,3
o2,333,14,11922.493124215573,11913.147904923886,11930.971767598256,3
o2,334,14,11974.84947311329,11964.877124690152,11984.387133684373,3
o2,335,14,12064.590835874475,12054.75399513573,12073.737253784262,3
o2,336,14,12038.741361923401,12028.967631019528,12049.181123275084,3
o2,337,15,11716.883577442335,11706.945123546273,11726.070384529072,3
o2,338,15,11654.303015804026,11645.81971574089,11662.704354817,3
o2,339,15,11544.571901156905,11533.58308891568,11554.943502956512,3
o2,340,15,11472.195572813376,11462.864183539856,11483.4388106779,3
o2,341,15,11416.899346227758,11407.004015337245,11426.136099458057,3
o2,342,15,11230.05901917437,11219.947930937236,11239.245283639637,3
o2,343,15,11180.304409800916,11169.940836400941,11189.5809900021,3
o2,344,15,11253.800455060173,11244.328652650382,11264.594299566174,3
o2,345,15,11285.971333491601,11275.285164823654,11295.359614851923,3
o2,346,15,11262.548881084873,11252.750805360594,11271.653762365402,3
o2,347,15,11193.381357981623,11183.695209022026,11203.138831636854,3
o2,348,15,11102.05653849718,11092.199797313066,11112.131915825034,3
o2,349,15,11041.293427801746,11030.573636601925,11051.00493356998,3
o2,350,15,11293.106438022565,11282.979758886882,11302.985543074714,3
o2,351,15,11351.886131964271,11341.910716874167,11362.5156638258,3
o2,352,15,11403.326268687135,11393.880981936647,11412.864223894376,3
o2,353,15,11552.374071154125,11542.819677867627,11563.130032639898,3
o2,354,15,11626.646384148728,11617.9795105685,11636.57807395333,3
o2,355,15,11545.90268134966,11535.457663662268,11556.293900842144,3
o2,356,15,11616.59326594125,11608.077713734852,11625.693848121451,3
o2,357,15,11541.95772746396,11531.26086673878,11552.05139756986,3
o2,358,15,11549.003706542127,11539.909117808627,11559.112088877997,3
o2,359,15,11611.3143758484,11601.505810078352,11620.655990686155,3
o2,360,15,11701.451939892471,11692.609114770796,11712.3944716935,3
o2,361,16,11385.90827910476,11375.167851924509,11396.155047502898,3
o2,362,16,11264.107910291705,11253.545665053905,11272.961658882205,3
o2,363,16,11162.647473143585,11151.914516025576,11172.696871547343,3
o2,364,16,11047.731920220325,11037.905428622389,11058.725515525286,3
o2,365,16,11019.86475118791,11009.919370674997,11029.864470459763,3
o2,366,16,10971.658222107235,10962.999344077954,10981.379996506452,3
o2,367,16,10915.178689330747,10904.708001134559,10925.746395740854,3
o2,368,16,10941.250046465135,10930.01738733453,10950.909033149708,3
o2,369,16,10871.434310454511,10860.027676214158,10881.884431467437,3
o2,370,16,11081.798768845018,11071.741358021494,11092.26911648536,3
o2,371,16,11120.186453023049,11110.695105105757,11128.512734566279,3
o2,372,16,11284.22109597172,11274.63747643325,11293.320985001212,3
o2,373,16,11174.924820649874,11165.30518727341,11184.40013443223,3
o2,374,16,11091.440545078996,11081.450831239748,11101.856500766895,3
o2,375,16,11108.651373783634,11098.54213673705,11118.280655348108,3
o2,376,16,11194.813065272887,11186.923008291315,11205.00075378071,3
o2,377,16,11359.437158672943,11349.506900188688,11370.08530375192,3
o2,378,16,11250.406662445217,11240.551611184448,11261.191057952856,3
o2,379,16,11240.394270999754,11229.104428236438,11250.759117740228,3
o2,380,16,11368.419678279486,11360.056335940993,11377.583484887997,3
o2,381,16,11261.751177372214,11251.674570726549,11271.165290570842,3
o2,382,16,11230.26625279961,11220.859561938969,11240.877378863555,3
o2,383,16,11159.430404291368,11149.40548662204,11169.946442939998,3
o2,384,16,11272.288731454213,11260.707595203281,11282.385893808669,3
o2,385,17,11027.558707261465,11017.121774748348,11037.025565181702,3
o2,386,17,11074.698818012937,11064.151866780394,11085.22485281458,3
o2,387,17,11075.893353103056,11066.508966861682,11084.66115722571,3
o2,388,17,10984.883740176116,10973.795073261152,10994.948878208572,3
o2,389,17,11247.20212821327,11235.622682909177,11258.845516726786,3
o2,390,17,11004.239292601751,10995.05410378377,11015.433438261163,3
o2,391,17,11057.119580226536,11047.314647312445,11067.941795408722,3
o2,392,17,11107.654175667816,11098.90965255893,11117.457383767403,3
o2,393,17,11182.361969590427,11171.686121409408,11193.466008461459,3
o2,394,17,11042.435303647737,11033.7358610536,11051.127363117992,3
o2,395,17,11043.202217607643,11033.560027144591,11053.044120669965,3
o2,396,17,11008.554724695774,10998.841564457061,11018.455812686669,3
o2,397,17,11178.537788736257,11168.923188387544,11189.274692876132,3
o2,398,17,11203.844799322731,11193.86899065817,11213.5433509062,3
o2,399,17,11323.891323172562,11314.548890286478,11333.937603681137,3
o2,400,17,11261.595664841472,11251.036782590756,11273.049712175256,3
o2,401,17,11433.680634275945,11424.21731797802,11442.917695310773,3
o2,402,17,11404.908712092096,11394.731696789218,11412.678701224004,3
o2,403,17,11471.701284580591,11461.599829364928,11482.23299880564,3
o2,404,17,11640.8875436284,11630.199014504105,11651.426721229354,3
o2,405,17,11407.181776295347,11396.264215180123,11417.298202942542,3
o2,406,17,11481.008819621766,11471.172273727785,11491.464114430724,3
o2,407,17,11337.756656516862,11329.350817087916,11345.717368904548,3
o2,408,17,11288.998370067584,11278.633662061282,11298.898572127835,3
o2,409,18,11164.317133993449,11155.21004313225,11174.615037696221,3
o2,410,18,11261.92697770597,11252.597040697665,11271.860119736686,3
o2,411,18,11078.162745174664,11068.434583473563,11088.095418068093,3
o2,412,18,11017.917839699974,11008.141288636874,11027.45536472731,3
o2,413,18,11140.823130499197,11131.686196328694,11150.49736355168,3
